,RATING,CUT_COMMENT
17986,3.0,段子 集成 除了 回顾 自己 的 影海 生涯 和 片 场所 见 的 逸闻趣事 调侃 歪曲 历史 的 标新立异 又 道 尽 所谓 明星 光鲜 外表 下 的 苦楚 冷到 抽筋 热到 发昏 还会 被 下流 导演 和 男演员 揩油 意外 受伤 人生 如戏 也 好戏 如 人生 也好 听过 掌声 听过 嘘声 不必 耿耿于怀 再 好 的 戏 也 有 掌声 起落 和 落幕 的 时候
17987,4.0,邵氏 拍片 趣事 非常 欢乐 的 一片 我 都 唔 知几想 去 做 咖哩 菲 李大导 太能 调侃 了
17988,4.0,赛车
17989,5.0,好看 就 两个 字 我 只 说 一次   在 对方 主场 再 一次 赢 了 京 一 又 战胜 了 老爸 宿敌 的 儿子   藤原 拓海 终于 加入 了 高桥 凉介 的 远征 车队 和 夏树 也 算 有 了 个 良好 的 结局   和 小柏   SW20   的 这 一战 表现 的 相当 精彩   最后 高中毕业 夏树 去 了 东京 拓海成 了 司机 运货 树 成为 加油站 正式 店员   新 的 开始
17990,4.0,越来越 基情 了 弹幕 好 有意思 啊 就 像 很多 人 陪 着 一起 看 一样 而且 经常 有 让 人 喷饭 的 句子 出现
17991,3.0,剧情 很 无聊 唯一 的 亮点 在 飙车 比赛 上 还有 迟钝 的 男人
17992,3.0,高中毕业 后拓 海边 工作 边 飞车 正职 是 运输 公司 的 司机 在 最后 加入 了 凉介 组建 的 新 车队 并 为 改写 各地 的 记录 留下 传说 而 奋斗
17993,4.0,Gamble   Rumble
17994,4.0,后面 有点 狗血
17995,4.0,拓海样 我 想到 了 Jay
17996,3.0,CG 水准 有所提高 承上启下 之作
17997,5.0,这 是 部 电影 我 记得
17998,4.0,第三部   剧场版 画面 清新 很多
17999,4.0,第三季 其实 就是 一 剧场
18000,5.0,萌文太 哈哈
18001,4.0,听说 剧场版 要出 了 所以 开始 补番
18002,4.0,Third   Stage 剧场版 全 一集 还是 走 在 了 一起 女主 这部 顺眼 多 了 川 澄 声音 赞
18003,4.0,节奏 有点 赶 画面 从 极品飞车 8 到 9
18004,4.0,我 爱看
18005,4.0,感情 线 一言难尽 不如 不要
18006,3.0,再见 过去 新 的 起点 雪地 飙车 英雄救美 找到 自己 所 追寻 的 D 计划 即将 开始
18007,3.0,终于 找到 目标 了 么 有意思 的 事 头文字 D 里花 了 如此 之 篇幅 来 刻画 这 一个 过程
18008,1.0,真的 很烂
18009,2.0,好 无聊
18010,2.0,给 一颗 星 的 朋友 你 是 没 看过 真正 的 烂片 啊
18011,1.0,睇 到 一半 真 係 爛到 喊
18012,2.0,冰岛 的 拉基 火山 再次 爆发 之后
18013,1.0,浪费 哥 的 硬盘 和 下载 时间
18014,1.0,起 了 个 很 正经 的 名字 烂 的 无力 吐槽
18015,1.0,猪 一样 的 兄妹 历险记
18016,1.0,一颗 星 都 不想 打
18017,1.0,不到 一毛 的 特效 演技 落家 的 演员 不知所谓 的 剧情 哇 这片 真是 浪费 我 时间
18018,1.0,烂片
18020,1.0,没 看 出来 那么 冷 特效 烂 场面 小
18021,1.0,这是 什么 鬼 5 毛钱 的 特效
18023,2.0,差评 演员 演技 拙劣 冷 根本 不像 冷 场景 道具 都 太假 情节 故事 逻辑性 太 差 全程 差评 表示 以后 一定 先到 豆瓣 看 评分 再 看 电影
18024,1.0,一星 都 多
18025,1.0,半星 都 不想 給没见 过 这么 差劲 的 电影 把 我 笑 死 了 神作
18026,1.0,太仓促   没头没尾
18027,1.0,浪费 了 个 好 题材 比 后天 差得 太远
18028,4.0,移情 和 移置
18029,2.0,剧本 太弱 了
18030,4.0,太 满足 了 咯咯 女主 那么 好看
18031,5.0,看过 一次 非常 好看
18032,2.0,天 啊 我 竟然 为了 庭萱 看 了 一个 如此 低俗 的 网络 电影 庭萱 真的 好 正
18033,5.0,This   moive   is   good   for   family   to   see   together
18034,5.0,已 发布 生肉 版本
18035,4.0,超 可爱 聪明 似人
18036,1.0,不能 再 高 了
18037,1.0,看 这 海报 就 能 打 一星 了
18038,1.0,好久 都 没 看过 这么 烂 的 片子 了
18039,1.0,就 当 我 看过 了 吧 我 还 以为 是 10 年前 的 片 一查 居然 是 2013 年 的 这种 电影 现在 还 能 有 票房 我 对 谁 会 去 看 很 好奇
18040,1.0,为了 安东尼 和 霍华德 1 星够 多 了
18041,1.0,差到 只 看个 开头 就 看不下去 了
18042,1.0,加班 项目 之一 陪 老板 看 她 好友 拍 的 烂片
18043,1.0,你 麻痹
18044,3.0,just   so   so   不是 很 新奇
18045,2.0,阅
18046,3.0,看 了 一半 就 发现 好 熟悉 的 感觉 原来 是 出自 迷宫 导演 这次 从 一栋 楼 换成 整个 城市 的 分段 平行 最后 还 比较 俗套 的 发现 真爱之路
18047,2.0,不 走心 耶 不 走 肾
18048,1.0,因为 正妹 陪 我 看 完 了 整场戏 给 一分
18049,1.0,烂 的 令人发指
18050,2.0,因为 是 关于 篮球 的 电影 特意 下来 看看 里面 挺 多 熟悉 的 篮球 明星脸 有 这个 看 就 够 了 本来 就 对 电影 没多大 指望
18051,1.0,可怕 到家 了
18052,1.0,哈哈哈哈 哈哈哈 总算 有 能够 与 富春 抗衡 的 电影 了
18053,1.0,看 烂片 逐梦 演艺圈 也 就 图 一乐 真神 片 还要 看 神奇 晓明哥 还是 顶
18054,3.0,每个 人 都 孤独 都 渴望 被 爱
18055,1.0,反 人类 的 东东
18056,2.0,原来 以前 看过 了   不太 喜欢 这种 分段 式 的
18057,4.0,劇情 有點 薄弱 3 星封 頂 但 因為 自己 非常 用心 地校 對 重翻 加上 電影 裹 的 兩首詩 讓 我 認識 了並 深深 迷 上 原作者 詩人 Richard   Siken 所以 死 不要 臉加 1 星
18058,4.0,这碗 费城 鸡汤 不 喝 也 得 喝
18059,2.0,失望   除了 看到 球星 挺 开心   整个 剧情 太烂   郭采洁 还是 那么 可爱
18060,1.0,导演 简介 中国 著名 戏剧家 胡 伟民 之 长子 出生 上海 纽约 州立大学 电影 导演 硕士 夏威夷大学 导演 博士 上海戏剧学院 电影 电视 学院 院长 呵呵
18061,1.0,敢 再 恶心 点 吗
18062,1.0,钻 裤裆 投球 红红火火 恍恍惚惚   连逐梦 演艺圈 都 不如
18063,1.0,NO1290
18065,3.0,我 说 怎么 听 着 耳熟 是 荷兰语 20160321
18066,4.0,女主角 好美
18067,3.0,在 荷兰 netflix 上 看 的 对 吐口 水 的 画面 印象 比较 深刻
18068,2.0,我 擦 才 知道 女主是 汉娜 是 地平线 黎明 时分 女主
18069,5.0,爱情 是 一场 预谋 已久 的 爱恋
18070,3.0,伞下 的 天空 永远都是 晴朗 的 学校 门口 的 劝导 员 每当 下雨天 就 会 哭泣 被 丢下 的 恋人 怀揣 着 遗憾 的 痛苦 走过 的 一生 真是 让 人 觉得 可怜 没有 到 催泪 的 地步
18071,4.0,当年 如此 那 般的 迷恋 林秀晶 还 爱屋及乌 喜欢 上 了 大叔 至今
18072,3.0,除了 剧情 一切 都 好
18073,3.0,故事 过于 平淡 但 里面 大批量 养眼 的 帅哥 还是 能 想 让 人 看 下去 那个 黑人 的 男朋友 小帅哥 长得 好像 男版 安妮 海瑟薇 太 可爱 了
18074,5.0,颜值 太高 不好意思 打 低分
18075,3.0,吉米 好萌
18076,4.0,欢爱 后 动物 伤感 交配 完拔 屌 有情
18077,5.0,我覺 得 好看   雖然 布萊恩 很 可憐   但是 到後面 我 想 他 應該 有 個 好 結局 了 吧   他們 追求 的 不 只是 性   也 想要 一段 美好 的 愛情
18078,2.0,为 你 买杯 啤酒 为 你 写本 诗集 为 你 转过身 去 只是 想 最后 搂 一些 美丽 在 怀里
18079,2.0,摄影 好 故事 讲 的 太 无趣 了
18080,3.0,海风 吹 着 她 的 长发 美极了
18082,3.0,好 吧 我 承认 不 懂得 欣赏 所谓 的 艺术片 了
18083,4.0,故事 本身 二十分钟 就 能 讲完 不过 颜值 高 拯救 了 一切
18084,3.0,色调 迷幻 镜头 符号 女主 和 父亲 的 交流 与 认知 有些 伦理 上 的 回溯 探讨 终究 是 噱头
18085,2.0,男女 床脱 裤 soft   时间 较长
18086,2.0,幸好 才 80 分钟
18087,2.0,在 地铁 上 看 的 电影 五 算了 那个 年代 的 韩国 电影 就 不该 这个 年代 看
18088,5.0,至今 我 还 在 无限 怀念 那 把 天空 伞
18090,4.0,"很 熟悉 的 绝症 纯爱 套路 但 执行 上 仍然 成熟 而 清新 两处 心动 的 细节 一处 是 妈妈 一直 让 孩子 直呼其名 叫 她 美 淑 一处 是 巴士 上 男孩 用 衣服 藏起 女孩 的 手 帮 她 脱下 手套 然后 握住 她 残缺 的 手指 扮起 漫画 女战士 大喊 杀死 所有人 很 富有 孩子气 又 很 可爱 
 妈妈 很酷 但 应该 是 出于 不知 女儿 哪天会 离开 的 绝望 才 希望 她 有生 之 日 可以 体会 到 更 多 的 情感 吧 
 是 宁可 爱过 别离 痛 还是 知道 终将 分别 便 不 去 相爱 呢 相信 导演 选择 的 是 前者 对 爱情 教 的 人 来说 不 懂得 爱情 便 活过 一世 才 是 真正 残缺 的 吧"
18091,4.0,"So   pure 
 要 勇敢 的 爱 啊"
18092,3.0,我 去 看 女 猪脚 的
18093,3.0,男主 不够 纯情 啊 女主 不够 个性 离 纯爱 的 标准 比较 远 这 就是 个 简单 的 恋爱 故事
18094,3.0,65   香港 同志 电影节   Broadway   CinemathequeHong   Kong
18095,3.0,一般
18096,2.0,女 猪脚 长得 还 不错     Acup
18097,3.0,对 父亲 的 太过 依赖 等到 真正 有人 要 介入 两人 的 关系 的 时候 就 开始 有 转折 女主 的 迷乱 人生 追求 就 已经 没有 了
18098,2.0,西班牙人 也 是 神奇 的 很 敢 拍 的 人类 们   与 老前辈 法国人 不同 的 是 他们 的 柴火 妞儿 都 更 泼辣 大胆 啊
18099,3.0,她 爸 说 的 如果 一个 男人 不 喜欢 你 现在 的 样子 那么 他 就 不 值得 你 爱 印象 蛮深 的
18100,3.0,悲伤 有 了 一种 代入 感
18101,5.0,游弋 于 黑夜 的 孤独 灵魂   早日 找到 回家 的 路
18102,4.0,"剧情简介         是 哪位 大师 写 的 
 囧 
 够 狠 
 敢 说 感谢 啊 
 佩服"
18103,3.0,虽然 能 用 一个 三十五 日元 的 星期天 表达 出 战后 日本 人 面临 的 贫困 不公 和 迷茫 故事 上 及格 但是 表现手法 上 显得 不 大 成熟 主人公 不停 地 反复 让 人 看 得 疲惫 洒狗血 的 部分 也 毫不 动人 不过 还是 有 一些 黑泽明 式 的 可爱 细节 比如 动物园 的 那场 戏
18104,5.0,刚一 开始 看 的 时候 就 对 女主角 很 是 注意 她 显然 不 漂亮 可 我 却 觉得 她 很 美 面对 贫穷 与 种种 幻灭 她 始终 微笑 着 以 强烈 的 热情 生活 着 此外 值得一提的是 片中 的 古典音乐 配乐 先前 音乐 瞬间 的 诙谐 与 贯穿 影片 主题 的 未 完成 交响曲 印象 中 这 作品 充满 了 悲观 与 绝望 色彩 可 片子 却 赋予 了 它 新 的 含义
18105,4.0,一部 看着 轻松 不 起来 的 片子 怀有 的 梦想 和 面对 的 现实 但 看到 那 只象 动物园 路标 上 的 双臂 上展 的 猴子 了 吗 它 仍 在 咧着 嘴 大笑
18106,3.0,是 我 老 走神 的 原因 吗 怎么 感觉 不成 一个 整体
18107,4.0,就是 不惜 花 林秀晶 找 不到 原因
18108,2.0,金来沅 真是 宝藏 男孩 和秀晶 妹妹 好 般配 OST 好棒
18109,3.0,剧情 还是 很 韩国   全部 猜 了 个 中
18110,4.0,难得 有部 让 我 觉得 不 矫情 的 韩国 电影 挺 唯美 的 喜欢 女 猪脚
18111,4.0,很早 很早 的 时候 在 杂志 上 看过 对 那个 女孩子 印象 深刻 多年 后 才 发现 那 就是 秀晶
18112,3.0,小 温情 爆粗 口 的 又 死
18113,3.0,很 喜歡 那 把 傘 很 美的 演員 和 場景
18115,3.0,战争 苦 的 只是 平民 结尾 有 惊喜
18116,3.0,35   贫困 恋人 在 废墟 上 幻想 梦想 中 的 咖啡馆 真的 很 喜欢 这段 女主 找 得 很 好 虽然 不 漂亮 但是 极其 符合 贫困家庭 找 媳妇 的 审美 偏好 直面 观众 讨 掌声 那 一段 其实 有 一点 做作 了
18117,5.0,拥有 这样 的 女子 才能 明白 什么 是 爱情 才能 真正 触 碰到 自己 的 灵魂 才能 演奏 出美幻 的 未 完成 的 交响曲 我 的 声音 只有 你 听 的 到
18118,4.0,看 完 以后 觉得 后 三分之一 处 很 好 但 有点 拖沓 了解 了 拍摄 背景 后 多 打 一星
18119,3.0,贫穷 的 恋人 拮据 的 爱情 的确 心酸 但 和 成濑 手里 的 战后 日本 相比 过度 戏剧化 运镜 亦 西式 许多 台词 都 自觉 或 不 自觉 地 指涉 社会 背景 指向 战争 留下 的 残局 其中 对性 的 扭捏 描写 等 细节 呈现 一种 现代化 规训 初期 的 感觉 动物园 和 废墟 两段 颇 有趣 用 幽默 来 励志 最后 索性 直接 向 观众 喊话 主旋律 情感 动员
18120,3.0,一直 拍摄 武士 片 的 黑泽明 早期 拍 了 一部 爱情片 很 不错 励志 与 温暖 是 影片 想 表达 出 的 思想 内涵 贯穿 始终 也 是 在 鼓励 那些 被 战争 影响 过 的 战后 平民 虽然 这部 影片 它 的 亮点 远远不如 他 之后 的 那些 名作 亮点 多
18121,4.0,cnp 二刷 看 这样 的 片子 真的 佩服 到 不行 竟然 能 从 如此 平淡 中 延展 出 一汪 如 湖面 一样 清凉 的 故事 偶尔 波澜 更 多 的 时候 是 日常 和 朴素 两个 烟蒂 两场 角色扮演 无人 音乐厅 面对 镜头 的 呼喊 简直 把 观众 的 眼泪 都 唤 了 出来 中 北 千枝 子演 得 太好了 那种 既 乐观 又 时不时 被 生活 打败 一下 的 赶脚 真切 到 不行
18122,3.0,不愧 是 電影 皇帝 很多 值得 研究 的 拍法 剪法 突然 打破 第四堵 牆 也 是 很 沒 想到 但 這個 男人 我 是 真的 不可 一臉 冷漠 地 看 完 高潮 戲 想象 中 的 音樂會 首尾 呼應 的 菸 頭則 是 我 還比 較寧願 看 他 會 撿 起來
18123,3.0,剧情 老套 画面 唯美 逆光 小 清新 林秀晶 就 适合 这样 的 电影
18124,4.0,我 也 要 那样 一把 伞 表面 是 深沉 的 黑色 里面 却是 明亮 的 蓝天白云 里面 的 照片 好看
18125,3.0,好 的 地方 极好 烂 的 地方 拍 的 也 太烂 了 两人 回到 男友 家里 后 那段 室内 戏 拍 的 是 神马 是 老塔 的 拙劣 模仿者 附身 了 吧
18126,4.0,有些 段落 的 处理 显得 有些 腻歪 结尾处 的 幻想 很加分 两人 虽苦 但 起码 让 人 看到 了 彼此间 满满的 爱为 两个 贫穷 的 恋人 鼓掌 也 不失 温暖
18127,3.0,和 生活 多 美好 有 异曲同工 之妙
18128,3.0,请问 你 鼓掌 了 没有 通常 作者 插入 会 造成 布莱希特 所谓 的 疏离 效果 但是 黑泽明 却 能 在 本片 中 造成 真诚 的 互动 效果
18129,5.0,1 多少 年 后 的 今天 仍然 是 一个 现实 的 梦 2 没有 希望 不 应该 成为 堕落 的 理由 3 用心 大自然 的 声音 也 是 我们 的 音乐会
18131,3.0,日出 的 故事 模式 这部 更 贫贱 更 倒霉 很多 段落 精彩 就是 太 拖 啦
18133,3.0,We   must   love   each   otheror   die
18134,3.0,可惜 早已 过 了 容易 感动 的 年纪 好怀念 曾经 那个 冲动 的 自己
18135,4.0,这部 电影 的 精彩 在于 里面 的 人生哲学 在于 相约 星期二 这部 书 的 魅力
18136,4.0,forgive   everybodyeverthing
18137,3.0,我 居然 认成 了 蒂姆 罗宾斯 罪过 我 的 老师 极力推荐 的 书 和 电影
18138,4.0,去 看书 吧 书 比 电影 好
18139,5.0,相对 于果 陀 剧场 的 话剧 版 电影版 在 很多 方面 都 完胜 尤其 是 Jack   Lemon 饰演 的 Morrie 让 人 看到 时间 的 积淀 一个 走 在 人生 边缘 的 老戏骨 去 演绎 一个 深切 感悟 人生 的 绝症 老 教授 实在 太 合适 了 虽然 对 Mitch 的 原著 有 很多 改动 但 电影版 对 节奏 的 把握 非常 好 丰富 的 时空 层次 将 Morrie 的 人生哲学 表现 地 感人 又 易懂
18140,4.0,看过 原著   看 电影 的 时候 下 半 部分 还是 忍不住 哭个 不停
18141,4.0,"温情 电影 
 但 我 总 觉得 只有 经历 很多 事情 之后 才能 明白 真谛 
 豆瓣 评分 如此 之高 真的 有 那么 多人 理解 么 真的 有 那么 多人 有 思想 上 的 收获 么 
 或许 有 一天 我会 被 真的 感动 那会 是 一个 美丽 的 一天"
18142,4.0,"人生 每个 阶段 都 会 有 迷茫 吧   
 温情   指引   对于 迷失 的 人 很 可贵"
18143,5.0,听 一个 有 智慧 的 老人 讲 一个 长长的 故事 就 像 天堂 电影院 那样 唯一 的 遗憾 是 删掉 了 莫里 老友 送 的 铜像 的 那个 细节 不过 还是 很 喜欢
18144,5.0,I   love   this   movie
18145,5.0,感人至深 一部 面对 死亡 的 教科书
18146,5.0,若 你 对 死亡 也 有 恐惧 只 因 你 有着 爱 与 眷恋
18147,4.0,不管 什么 重大 的 问题 他 都 有 答案 love   one   another   or   die
18148,3.0,2014 年 9 月 26 日 最后 14 堂 星期二 的 课 在 人民 大 舞台 热泪 不止 这 无 关于 故事 本身 有 多 鸡汤 而是 其中 某 几句 暗扣 人生 秘密 的 台词 以及 金士杰 神样 的 演技 实在 镇住 了 我 闲下来 找出 1999 年 翻拍 的 电影 遗憾 却 多多 最有 力量 的 部分 被删 可惜 7 分
18149,4.0,未知 死 焉知 生 推荐 原著
18150,3.0,说教 色彩 略重 营造 温 情感 过于 刻意
18151,5.0,等 你 学会 如何 面对 死亡 才 懂得 怎样 面对 人生
18152,4.0,俞贤穆 的 这部 电影 多多少少 让 我 想起 了 木下惠 介的 黄昏 的 云 那种 底层 家庭 在 生活 面前 挣扎 和 喘息 的 样子 如出一辙 贫穷 向来 是 不分 国界 的 而 幸福 亦 是 人 一 开始 活 的 太顺 后面 的 日子 会 难熬 假如 一 开始 就活 的 不如意 后面 就 轻松 多 了 7001
18154,4.0,8
18155,3.0,很 淳朴 的 感觉 演员 演 得 有点 做作 都 是 时代特色 啊
